	GSM1194697	GSM1194698	GSM1194699
TERF2IP	249	239	213
TERT	0	0	6
TES	1532	1943	304
TESC	14	3	1
TESK1	134	25	105
TESK2	104	3	33
TESMIN	71	85	37
TESPA1	55	2	13
TET1	435	197	266
ENSG00000232204	3	0	0
TET2	4116	6287	2553
TET3	923	976	425
TEX10	297	266	344
TEX101	2	2	2
TEX11	6	11	1
TEX12	1	0	0
TEX13A	0	0	0
TEX13B	0	0	0
TEX13C	6	1	9
TEX13D	0	0	0
TEX14	24	2	2
TEX15	3	0	4
TEX19	0	0	0
TEX2	932	508	241
ENSG00000234911	2	0	0
TEX22	6	0	0
TEX26	0	0	0
TEX261	757	200	310
TEX264	200	27	5
TEX28	0	0	0
ENSG00000274962	0	0	0
ENSG00000277008	0	0	0
TEX29	0	0	0
TEX30	7	128	14
TEX33	0	0	0
TEX35	10	0	7
TEX36	0	0	0
TEX37	0	0	0
TEX38	2	0	0
TEX43	0	0	0
TEX9	307	360	388
TF	43	44	13
TFAM	239	394	175
ENSG00000230444	0	0	0
ENSG00000254798	0	0	0
TFAP2A	500	581	271
TFAP2B	0	0	0
TFAP2C	221	394	145
TFAP2D	0	0	0
TFAP2E	6	0	0
TFAP4	259	135	272
TFB1M	138	40	53
TFB2M	112	102	22
TFCP2	362	103	239
TFCP2L1	97	55	2
TFDP1	280	402	290
TFDP2	1325	1008	960
TFDP3	0	0	0
TFE3	159	353	135
TFEB	188	22	48
TFEC	25	5	6
TFF1	7	2	0
TFF2	0	3	0
TFF3	25	66	0
TFG	3141	3408	1710
TFIP11	212	192	77
TFPI	983	1240	643
TFPI2	121	418	52
ENSG00000275086	209	112	14
TFR2	41	17	22
TFRC	2691	3602	1628
TG	77	63	8
TGDS	100	6	77
TGFA	573	1158	197
TGFB1	258	47	199
TGFB1I1	327	594	349
TGFB2	866	829	124
TGFB3	213	151	37
TGFBI	779	2090	578
TGFBR1	208	81	161
TGFBR2	3897	2358	1343
TGFBR3	33	27	12
TGFBR3L	0	0	0
TGFBRAP1	709	752	278
TGIF1	698	1650	333
ENSG00000259339	1	0	0
TGIF2	311	205	101
TGIF2LX	0	0	0
TGIF2LY	0	0	0
ENSG00000225401	0	0	0
ENSG00000285348	146	89	29
TGM2	6687	5286	2479
TGM3	0	3	0
ENSG00000281886	0	0	0
TGM5	39	20	2
TGM6	0	0	0
TGM7	0	0	0
TGOLN2	2603	1851	1141
TGS1	372	424	206
TH	0	0	0
ENSG00000267676	0	0	0
THADA	871	283	271
THAP1	141	5	35
THAP10	164	123	6
THAP11	149	54	2
THAP12	531	294	359
ENSG00000230665	3	0	1
ENSG00000243915	0	0	0
ENSG00000227972	0	0	0
ENSG00000254465	0	0	0
ENSG00000218020	0	0	0
ENSG00000227882	0	0	0
ENSG00000253919	52	0	3
ENSG00000223963	0	0	0
ENSG00000248320	2	2	10
THAP2	54	75	28
THAP3	82	213	123
THAP4	70	113	163
THAP5	505	845	499
ENSG00000224324	0	23	0
THAP6	489	777	363
THAP7	69	91	54
THAP8	45	43	72
THAP9	195	62	45
THBD	718	1267	181
THBS1	456	1269	414
THBS2	164	501	89
THBS3	309	95	153
THBS4	0	0	0
THEG	38	51	15
THEGL	2	0	0
THEM4	231	572	89
THEM5	0	0	2
THEM6	156	127	48
ENSG00000227160	0	0	0
ENSG00000275122	5	2	2
THEMIS2	528	460	148
ENSG00000229442	0	0	0
THG1L	95	109	19
THNSL1	148	763	51
THNSL2	56	312	64
THOC1	187	214	158
THOC2	1123	1482	674
THOC3	206	40	20
THOC5	689	539	342
THOC6	81	295	17
THOC7	144	263	61
THOP1	112	30	99
THPO	0	0	0
THRA	89	0	42
THRAP3	1469	782	571
ENSG00000227339	1	1	4
THRB	263	108	115
THRSP	0	0	0
THSD1	268	0	0
THSD4	803	921	382
THSD7A	119	2	0
THSD7B	0	0	0
THTPA	110	221	64
THUMPD1	517	423	223
ENSG00000215317	0	0	0
THUMPD2	400	78	151
THUMPD3	496	565	479
ENSG00000248711	0	0	0
THY1	136	190	43
THYN1	87	61	51
TIA1	1631	1218	680
ENSG00000221995	80	21	67
TIAL1	741	1043	465
TIAM1	313	347	177
TIAM2	188	62	191
TICAM1	174	82	10
TICAM2	0	0	0
TICRR	248	240	204
TIE1	36	10	24
TIFA	100	153	38
TIFAB	0	0	0
TIGAR	109	145	54
TIGD1	800	808	676
TIGD2	67	103	150
TIGD3	1	0	12
TIGD4	0	0	0
ENSG00000278016	70	12	48
TIGD6	64	30	0
TIGD7	62	118	35
TIGIT	5	9	0
TIMD4	0	0	0
TIMELESS	156	189	182
TIMM10	44	58	36
TIMM10B	247	429	180
TIMM13	185	407	68
TIMM17A	410	963	138
TIMM17B	293	689	272
ENSG00000256756	0	0	0
TIMM21	211	338	68
ENSG00000278501	129	117	69
TIMM23	378	494	234
TIMM23B	193	257	141
TIMM44	31	39	58
TIMM50	542	520	420
TIMM8A	23	155	2
ENSG00000231445	0	0	0
TIMM8B	511	1038	172
ENSG00000236258	0	0	0
ENSG00000224908	0	0	0
TIMM9	313	681	21
ENSG00000236900	10	1	2
ENSG00000232608	0	0	0
ENSG00000232786	0	0	0
TIMMDC1	400	539	100
TIMP1	1743	2315	598
TIMP2	477	495	194
TIMP3	177	920	158
TIMP4	13	0	1
TINAG	0	0	0
TINAGL1	276	643	224
TINCR	99	150	66
ENSG00000284915	225	269	120
TIPARP	939	1372	560
TIPIN	110	56	78
TIPRL	638	231	317
TIRAP	145	58	76
TJAP1	609	511	367
ENSG00000277401	2528	2333	1365
TJP2	569	583	268
TJP3	99	16	27
TK1	190	69	46
TK2	190	70	69
TKFC	377	266	114
TKT	446	519	114
TKTL1	0	0	0
TKTL2	0	0	0
TLCD1	57	42	48
ENSG00000275246	368	416	264
TLDC2	85	28	11
TLE1	127	554	5
ENSG00000228158	0	0	2
TLE2	99	198	28
TLE3	762	427	282
TLE4	266	1428	232
TLE6	0	0	0
TLK1	1786	2007	674
ENSG00000226783	2	3	0
TLK2	1191	1029	544
ENSG00000226049	0	12	4
TLL1	4	0	1
TLL2	45	36	29
TLN1	802	862	415
TLN2	69	88	32
TLR1	109	60	51
TLR10	31	28	30
ENSG00000234512	0	0	0
TLR2	277	452	214
TLR3	228	256	96
TLR4	285	785	114
TLR5	465	111	162
TLR6	141	114	37
TLR7	22	13	103
TLR8	6	0	60
TLR9	0	0	0
TLX1	53	3	30
TLX2	1	0	0
TLX3	0	0	0
TM2D1	426	361	266
TM2D2	291	381	109
TM2D3	540	675	308
TM4SF1	1071	2834	476
TM4SF18	2	6	1
TM4SF19	13	21	18
TM4SF20	24	115	5
TM4SF4	1	0	0
TM4SF5	0	0	0
TM6SF1	28	18	4
TM6SF2	0	0	0
TM7SF2	322	177	83
TM7SF3	883	650	703
ENSG00000285465	464	791	221
TM9SF2	1007	2349	365
TM9SF3	1490	1526	789
TM9SF4	1071	989	405
TMA16	99	380	25
ENSG00000255265	0	0	0
ENSG00000232467	8	19	32
TMA7	433	822	208
TMBIM1	1068	1164	644
TMBIM4	1194	1739	285
TMBIM6	7222	6699	1834
ENSG00000230927	31	0	0
TMC1	3	1	5
TMC2	20	87	22
TMC3	28	6	13
ENSG00000274873	388	520	95
TMC5	895	891	499
TMC6	212	154	201
TMC7	200	390	107
TMC8	143	47	69
TMCC1	769	1341	861
ENSG00000253318	0	0	0
TMCC2	39	21	31
TMCC3	236	233	70
TMCO1	830	869	178
TMCO2	2	0	1
TMCO3	193	375	134
TMCO4	214	77	37
TMCO5A	0	0	0
ENSG00000215296	2	0	6
TMCO6	136	667	52
TMED1	0	70	0
TMED10	11910	13592	4218
ENSG00000254618	1	0	0
ENSG00000239405	14	0	0
ENSG00000215367	1	2	0
TMED2	8210	8905	2943
TMED3	384	864	357
TMED4	1444	1100	943
TMED5	1561	2376	621
TMED6	3	0	0
TMED7	901	1636	598
TMED7-TICAM2	34	13	1
TMED8	1109	841	235
TMED9	227	171	170
TMEFF1	0	0	0
TMEFF2	18	4	0
TMEM100	0	0	0
TMEM101	44	26	109
ENSG00000284228	85	7	0
TMEM104	249	1388	94
ENSG00000185332	74	74	43
TMEM106A	193	28	84
TMEM106B	1820	1990	974
TMEM106C	358	530	109
TMEM107	147	139	116
TMEM108	24	12	11
TMEM109	563	394	147
TMEM11	552	11	1
TMEM114	0	0	0
TMEM115	80	205	110
TMEM116	635	777	337
TMEM117	181	168	52
TMEM119	56	14	66
TMEM120A	79	105	292
TMEM120B	288	274	320
TMEM121	3	0	0
TMEM123	3368	3508	1695
TMEM125	143	48	4
TMEM126A	81	232	71
TMEM126B	513	407	70
TMEM127	1684	1749	708
TMEM128	12	50	6
TMEM129	14	0	0
TMEM130	53	55	49
TMEM131	1627	1481	1954
TMEM132A	443	254	93
TMEM132B	28	18	22
TMEM132C	0	0	0
TMEM132D	0	0	0
TMEM132E	0	0	0
TMEM134	454	565	185
TMEM135	203	103	143
TMEM138	556	606	395
TMEM139	33	0	0
TMEM140	240	97	141
TMEM141	87	221	67
TMEM143	89	164	12
TMEM144	143	162	111
TMEM145	45	32	7
TMEM147	138	257	66
TMEM14A	267	362	62
TMEM14B	449	466	315
ENSG00000284936	426	1676	162
ENSG00000214881	0	1	0
ENSG00000221962	28	17	14
TMEM150A	203	12	133
TMEM150B	5	6	9
TMEM150C	485	361	183
TMEM151A	0	0	0
TMEM151B	0	0	0
TMEM154	2312	3558	960
TMEM156	65	63	45
TMEM158	29	2	1
ENSG00000283997	189	266	429
TMEM160	41	18	0
TMEM161A	102	140	3
TMEM161B	336	795	260
ENSG00000237970	0	0	0
TMEM163	5	29	0
TMEM164	255	167	84
TMEM165	1844	2133	1329
TMEM167A	311	460	180
ENSG00000226504	0	0	0
TMEM167B	815	466	289
TMEM168	310	211	331
TMEM169	78	39	58
TMEM17	78	303	39
TMEM170A	440	317	236
TMEM170B	18	20	72
TMEM171	308	80	3
TMEM174	0	0	0
TMEM175	99	39	14
TMEM176A	24	5	0
TMEM176B	0	0	0
TMEM177	7	1	15
TMEM178A	179	0	23
TMEM178B	1	2	6
ENSG00000276342	0	0	0
TMEM179B	2107	2154	651
TMEM18	125	599	81
TMEM181	1012	1614	506
TMEM182	1001	1847	775
TMEM183A	1278	866	432
ENSG00000225305	0	0	0
TMEM184A	265	201	136
TMEM184B	652	477	441
TMEM184C	981	618	412
TMEM185A	124	71	26
ENSG00000235254	0	0	0
TMEM185B	150	300	235
TMEM186	14	37	11
TMEM187	107	5	5
TMEM19	559	513	271
TMEM190	1	0	14
ENSG00000226287	10	4	0
TMEM191B	3	0	0
TMEM191C	120	52	32
TMEM192	479	759	773
TMEM196	0	0	0
TMEM198	11	0	0
ENSG00000182796	272	41	96
TMEM199	201	176	28
TMEM200A	0	32	0
TMEM200B	47	268	15
TMEM200C	0	0	0
TMEM201	17	21	9
TMEM202	0	0	0
TMEM203	72	196	78
TMEM204	0	3	3
TMEM205	219	161	164
TMEM207	0	0	0
TMEM208	63	433	132
TMEM209	365	302	207
TMEM210	3	0	2
LHFPL7	0	0	0
TMEM212	946	1117	910
TMEM213	382	157	354
TMEM214	1512	1096	710
TMEM215	0	0	0
TMEM216	181	185	97
TMEM217	45	51	4
TMEM218	161	628	103
TMEM219	324	1107	235
TMEM220	96	44	14
TMEM221	3	0	0
TMEM222	309	398	29
TMEM223	457	583	119
TMEM225	0	0	0
TMEM229A	0	0	0
TMEM229B	27	33	17
TMEM230	781	875	317
TMEM231	100	112	71
TMEM232	19	15	20
TMEM233	13	7	18
TMEM234	141	71	119
TMEM235	0	0	0
TMEM236	141	173	133
TMEM237	353	255	266
TMEM238	62	24	30
TMEM239	33	35	20
TMEM240	0	0	0
TMEM241	182	247	269
TMEM242	40	154	141
TMEM243	91	45	38
TMEM244	0	0	0
TMEM245	744	344	111
TMEM247	5	0	0
TMEM248	932	2125	574
ENSG00000249555	0	0	0
ENSG00000285272	0	0	0
TMEM25	85	25	30
ENSG00000275947	184	68	76
TMEM252	0	0	0
TMEM253	12	0	0
TMEM254	886	599	554
TMEM255A	11	0	136
ENSG00000282107	22	24	19
ENSG00000283771	235	254	132
ENSG00000284483	193	104	107
ENSG00000233197	0	0	0
ENSG00000226726	0	0	0
TMEM258	596	2602	159
TMEM259	145	65	130
TMEM26	2	3	0
TMEM260	409	529	217
TMEM262	3	16	122
TMEM263	354	730	258
TMEM265	47	107	88
TMEM266	72	142	59
TMEM267	240	183	168
TMEM30A	687	796	298
TMEM30B	1747	2555	1060
TMEM31	0	0	0
TMEM33	1508	1031	916
TMEM35A	1	1	7
TMEM35B	191	536	330
TMEM37	61	0	0
TMEM38A	109	112	69
TMEM38B	49	52	28
TMEM39A	1260	1128	1046
TMEM39B	69	233	76
TMEM40	296	643	84
TMEM41A	1004	1674	776
TMEM41B	1380	1467	745
ENSG00000280516	38	12	6
TMEM43	600	241	309
TMEM44	132	153	83
TMEM45A	8287	9429	7051
TMEM45B	420	183	134
TMEM47	46	18	61
TMEM50A	1262	2348	775
ENSG00000263160	980	776	360
TMEM51	135	277	147
TMEM52	3	0	0
TMEM52B	41	95	43
TMEM53	362	177	300
TMEM54	484	400	119
TMEM59	1978	2629	588
TMEM59L	3	0	0
TMEM60	60	236	55
TMEM61	49	42	0
TMEM62	566	719	295
TMEM63A	1042	516	542
TMEM63B	374	550	583
TMEM63C	82	44	28
TMEM64	57	146	13
TMEM65	554	397	376
TMEM67	424	690	176
TMEM68	551	508	375
TMEM69	438	1288	291
TMEM70	292	100	59
TMEM71	308	72	35
TMEM72	0	0	0
TMEM74	0	0	0
TMEM74B	1	0	7
ENSG00000177800	46	48	15
TMEM79	147	109	146
TMEM80	160	302	74
TMEM81	1	15	53
TMEM82	0	0	0
TMEM86A	60	0	0
TMEM86B	29	73	0
TMEM87A	1360	1619	560
TMEM87B	650	389	239
TMEM88	21	114	4
TMEM88B	0	0	0
TMEM89	0	0	0
TMEM8B	40	117	36
TMEM9	305	940	203
TMEM91	82	52	9
TMEM92	301	374	407
TMEM94	446	494	294
ENSG00000288511	0	0	0
TMEM97	163	168	167
ENSG00000234030	0	0	0
ENSG00000253866	0	0	0
TMEM98	196	391	61
ENSG00000167920	67	138	143
TMEM9B	901	807	408
TMF1	946	907	384
ENSG00000262235	0	0	0
TMIE	0	0	0
TMIGD1	0	0	0
TMIGD2	6	5	7
TMIGD3	0	0	6
TMLHE	464	102	33
TMOD1	50	0	0
TMOD2	110	86	58
TMOD3	1777	3143	873
TMOD4	0	0	0
TMPO	778	628	298
ENSG00000233700	0	0	0
ENSG00000262904	5	0	0
TMPPE	41	17	21
TMPRSS11A	2	0	0
TMPRSS11B	25	41	22
ENSG00000250026	35	38	14
ENSG00000232398	12	0	5
TMPRSS11D	144	393	49
ENSG00000274058	32	0	0
TMPRSS11F	0	0	0
ENSG00000229009	0	0	4
TMPRSS12	32	18	16
TMPRSS13	67	48	34
TMPRSS15	1	0	1
TMPRSS2	135	174	33
TMPRSS3	11	61	0
TMPRSS4	4409	12553	2578
TMPRSS5	0	0	0
TMPRSS6	0	0	10
TMPRSS7	3	0	3
TMPRSS9	2	0	2
TMSB10	4778	10538	2743
ENSG00000228499	0	0	0
ENSG00000235211	0	0	0
TMSB15A	0	12	0
TMSB15B	6	8	1
TMSB4X	12333	18239	4869
ENSG00000236876	0	0	0
ENSG00000188765	0	0	0
ENSG00000223437	0	0	0
ENSG00000223551	79	92	17
ENSG00000230043	0	0	0
ENSG00000187653	0	0	0
TMSB4Y	45	49	5
TMTC1	100	193	176
TMTC2	710	681	262
TMTC3	1009	1365	396
TMTC4	17	22	1
TMUB1	43	62	36
TMUB2	258	272	109
TMX1	968	1435	367
TMX2	746	788	341
ENSG00000213839	3	0	6
TMX3	308	276	120
TMX4	223	155	77
TNC	1579	2163	3208
ENSG00000228978	24	70	109
TNFAIP1	342	584	377
TNFAIP2	426	1003	425
TNFAIP3	1128	1670	1484
TNFAIP6	33	10	22
TNFAIP8	295	273	195
TNFAIP8L1	251	239	123
TNFAIP8L2	4	0	14
TNFAIP8L3	183	123	223
TNFRSF10A	182	48	70
TNFRSF10B	821	736	269
TNFRSF10C	59	0	18
TNFRSF10D	57	645	45
TNFRSF11A	33	15	12
TNFRSF11B	137	59	355
TNFRSF12A	991	765	246
TNFRSF13B	0	0	2
TNFRSF13C	177	168	149
ENSG00000273936	324	242	480
TNFRSF17	31	8	1
TNFRSF18	66	33	90
TNFRSF19	65	146	175
TNFRSF1A	2415	2923	1498
TNFRSF1B	214	175	204
TNFRSF21	3729	4839	1686
TNFRSF25	135	260	190
TNFRSF4	0	2	116
TNFRSF6B	16	42	114
TNFRSF8	0	0	0
TNFRSF9	207	156	99
TNFSF10	3267	2568	1516
TNFSF11	9	3	0
TNFSF12	19	0	0
TNFSF12-TNFSF13	0	117	217
TNFSF13	255	53	226
TNFSF13B	71	308	126
TNFSF14	100	47	53
TNFSF15	173	115	46
TNFSF18	0	54	0
TNFSF4	8	0	6
TNFSF8	20	0	2
TNFSF9	13	298	7
TNIK	46	10	69
TNIP1	323	211	122
TNIP2	38	69	22
TNIP3	52	20	166
ENSG00000283781	421	730	5
TNK2	96	210	48
ENSG00000285372	508	701	772
TNKS1BP1	598	311	236
TNKS2	1904	2114	1098
TNMD	0	0	0
TNN	0	0	0
TNNC1	0	0	3
TNNC2	1	0	0
TNNI1	28	252	4
ENSG00000288219	2	0	2
TNNI3	8	0	0
TNNI3K	0	0	0
TNNT1	121	28	32
TNNT2	53	60	24
ENSG00000288250	0	0	0
TNP1	0	0	0
TNP2	0	0	0
TNPO1	1815	1381	594
ENSG00000225423	46	19	17
ENSG00000283924	0	0	10
ENSG00000229586	6	5	71
TNPO2	379	212	225
TNPO3	737	943	277
TNR	41	46	27
TNRC18	461	562	234
ENSG00000249661	0	0	30
ENSG00000223566	0	0	0
ENSG00000189166	0	0	0
ENSG00000288130	1063	1808	1410
TNRC6B	3693	2928	1228
TNRC6C	158	15	86
TNS1	208	102	121
TNS2	95	3	173
TNS3	578	1336	68
TNS4	1152	1557	915
ENSG00000224140	0	0	0
ENSG00000229341	24	0	6
TOB1	1494	1923	551
TOB2	971	276	410
ENSG00000176933	0	0	0
TOE1	32	101	17
TOLLIP	174	399	148
TOM1	570	334	97
TOM1L1	287	401	417
TOM1L2	145	148	41
TOMM20	1472	1432	598
TOMM20L	9	0	0
ENSG00000224829	0	2	0
ENSG00000255987	1	0	0
ENSG00000263935	0	0	0
ENSG00000230311	0	0	0
TOMM22	723	1106	450
ENSG00000237427	0	3	0
ENSG00000232195	0	0	0
ENSG00000227604	0	0	0
ENSG00000248396	0	0	0
ENSG00000225155	0	0	0
ENSG00000241874	0	0	0
TOMM34	505	225	199
TOMM40	280	138	88
TOMM40L	96	122	2
TOMM5	408	772	86
TOMM6	1852	2909	884
TOMM7	480	1214	71
TOMM70	657	791	245
TONSL	131	473	73
TOP1	1373	849	642
TOP1MT	42	170	21
ENSG00000285665	0	0	0
TOP2A	822	272	398
TOP2B	694	668	476
ENSG00000284238	342	39	51
TOP3B	211	259	283
ENSG00000228050	39	74	169
TOPAZ1	0	0	0
TOPBP1	689	534	261
TOPORS	535	680	592
TOR1A	231	828	160
TOR1AIP1	1376	829	902
TOR1AIP2	2817	3062	1240
TOR1B	396	215	72
TOR2A	47	0	46
TOR3A	181	232	95
TOR4A	92	72	20
TOX	0	0	0
TOX2	0	88	0
TOX3	74	2	11
TOX4	774	1347	609
ENSG00000248697	0	0	0
TP53	429	620	124
TP53AIP1	13	12	7
TP53BP1	956	1374	1829
TP53BP2	1345	1042	331
TP53I11	899	272	282
TP53I13	38	1	4
TP53I3	163	409	102
TP53INP1	846	626	445
TP53INP2	1039	1066	303
TP53RK	491	509	262
TP53TG3	0	2	0
TP53TG3B	0	2	0
TP53TG3C	0	2	0
TP53TG3D	0	4	0
TP53TG3E	0	0	0
TP53TG3F	0	0	0
ENSG00000261274	0	0	0
ENSG00000269622	0	0	0
TP53TG5	3	1	0
TP63	3617	5061	3244
TP73	50	5	13
ENSG00000227372	119	214	50
ENSG00000283085	1164	2818	1612
TPBGL	0	0	0
TPCN1	436	181	90
TPCN2	171	307	43
TPD52	710	1416	380
TPD52L1	405	248	341
TPD52L2	858	505	327
TPD52L3	0	0	0
TPGS1	30	46	10
TPGS2	1799	3474	1075
TPH1	50	79	56
TPH2	97	66	46
TPI1	2749	4161	1430
ENSG00000226415	0	0	0
ENSG00000230359	2	1	0
ENSG00000186743	33	1	29
ENSG00000225455	0	0	0
TPK1	25	68	24
TPM1	2490	4268	1923
TPM2	862	909	776
TPM3	7226	9977	3422
ENSG00000213050	133	12	0
ENSG00000214200	0	0	0
ENSG00000254195	0	0	0
ENSG00000214869	0	0	2
ENSG00000250731	6	0	0
ENSG00000187536	4	0	0
ENSG00000183022	0	1	1
ENSG00000241015	298	326	78
TPM4	3754	5502	3095
ENSG00000232230	16	8	3
TPMT	415	380	145
ENSG00000267156	0	0	1
ENSG00000234562	4	14	2
ENSG00000232562	0	0	4
ENSG00000223574	0	0	0
ENSG00000277603	14	19	6
TPP1	2486	6015	1757
TPP2	715	1069	485
TPPP	45	12	37
TPPP2	0	0	0
TPPP3	112	57	65
TPR	3151	2879	1491
TPRA1	19	77	23
TPRG1	87	63	35
TPRG1L	501	439	53
TPRKB	151	57	36
ENSG00000231911	0	0	0
ENSG00000260452	4	0	0
TPRN	15	33	6
TPRX1	0	0	2
ENSG00000259021	0	0	0
TPRX2	0	0	0
ENSG00000180438	25	25	25
TPSAB1	1	2	0
TPSB2	6	2	11
TPSD1	0	0	0
TPSG1	0	0	0
ENSG00000260284	0	4	0
TPST1	542	365	233
TPST2	609	541	305
ENSG00000260582	0	0	0
TPT1	21121	30506	4037
ENSG00000234107	0	4	0
ENSG00000180221	3	8	78
ENSG00000239995	0	0	0
ENSG00000256817	0	0	0
ENSG00000213498	1	1	0
ENSG00000235929	1	1	0
ENSG00000228111	0	6	0
ENSG00000241899	1	0	0
ENSG00000217027	6	10	4
ENSG00000214108	21	19	22
ENSG00000214460	4	3	1
ENSG00000231328	0	1	0
ENSG00000219491	1	1	1
ENSG00000234782	8	6	1
TPTE	0	0	0
TPTE2	0	0	0
ENSG00000253771	7	5	2
ENSG00000272281	84	83	61
ENSG00000215506	0	0	0
ENSG00000168852	0	1	0
ENSG00000205822	28	20	19
ENSG00000100181	296	206	108
TPX2	835	2076	730
TRA2A	543	239	325
TRA2B	2422	2953	1887
TRABD	250	225	98
TRABD2A	92	106	46
TRABD2B	0	0	0
ENSG00000277734	6	0	9
TRADD	151	141	241
TRAF1	43	0	0
TRAF2	238	24	31
TRAF3	308	327	99
TRAF3IP1	220	174	33
TRAF3IP2	845	419	372
TRAF3IP3	177	251	78
TRAF4	122	351	39
TRAF5	753	523	564
TRAF6	372	234	148
ENSG00000226557	0	0	2
TRAF7	531	409	185
TRAFD1	210	321	211
TRAIP	7	2	24
ENSG00000211888	0	0	0
ENSG00000211879	0	0	0
ENSG00000211878	0	0	0
ENSG00000211877	0	0	0
ENSG00000211876	0	0	0
ENSG00000211875	0	0	0
ENSG00000211873	0	0	0
ENSG00000211872	0	0	0
ENSG00000211871	0	0	0
ENSG00000211870	0	0	0
ENSG00000211887	0	0	0
ENSG00000211869	0	0	0
ENSG00000211868	0	0	0
ENSG00000211867	0	0	0
ENSG00000211866	0	0	0
ENSG00000211865	0	0	0
ENSG00000211864	0	0	0
ENSG00000211863	0	0	0
ENSG00000211862	0	0	0
ENSG00000211861	0	0	0
ENSG00000211860	0	0	0
ENSG00000211886	0	0	0
ENSG00000211859	0	0	0
ENSG00000211858	0	0	0
ENSG00000211857	0	0	0
ENSG00000211856	0	0	0
ENSG00000211855	0	0	0
ENSG00000211854	0	0	0
ENSG00000276699	0	0	0
ENSG00000278661	0	0	0
ENSG00000211851	0	0	0
ENSG00000211850	0	0	0
ENSG00000211885	0	0	0
ENSG00000211849	0	0	0
ENSG00000211848	0	0	0
ENSG00000211847	0	0	0
ENSG00000211846	0	0	0
ENSG00000211845	0	0	0
ENSG00000211844	0	0	0
ENSG00000211843	0	0	0
ENSG00000211842	0	0	0
ENSG00000211841	0	0	0
ENSG00000211840	0	0	0
ENSG00000211884	0	0	0
ENSG00000211839	0	0	0
ENSG00000248366	0	0	0
ENSG00000211838	0	0	0
ENSG00000211837	0	0	0
ENSG00000211836	0	0	0
ENSG00000250688	0	0	0
ENSG00000211835	0	0	0
ENSG00000211834	0	0	0
ENSG00000211833	0	0	0
ENSG00000211832	0	0	0
ENSG00000211883	0	0	0
ENSG00000249446	0	0	0
ENSG00000211831	0	0	0
ENSG00000211882	0	0	0
ENSG00000211881	0	0	0
ENSG00000211880	0	0	0
TRAK1	985	358	442
TRAK2	509	432	400
TRAM1	2588	2897	1064
TRAM1L1	0	0	0
TRAM2	1073	624	1008
TRANK1	176	190	50
TRAP1	274	847	217
TRAPPC1	100	122	43
TRAPPC10	154	713	106
TRAPPC11	732	547	726
ENSG00000274891	315	328	247
TRAPPC13	148	209	135
ENSG00000235447	0	0	0
TRAPPC2	715	470	320
TRAPPC2B	56	51	4
TRAPPC2L	196	149	142
ENSG00000228465	0	0	0
ENSG00000253124	4	0	0
ENSG00000224964	0	0	0
ENSG00000232914	0	0	0
ENSG00000225256	0	0	0
ENSG00000249606	0	0	0
ENSG00000225895	0	0	0
ENSG00000232845	0	0	0
TRAPPC3	408	797	222
TRAPPC3L	63	66	29
ENSG00000280495	352	324	278
TRAPPC5	463	512	382
TRAPPC6A	47	122	25
TRAPPC6B	516	520	283
TRAPPC8	936	431	352
TRAPPC9	376	85	23
TRAT1	0	0	0
ENSG00000255569	0	0	0
ENSG00000256553	0	0	0
ENSG00000211784	0	0	0
ENSG00000256474	0	0	0
ENSG00000211785	0	0	0
ENSG00000211789	0	0	0
ENSG00000211794	0	0	0
ENSG00000211788	0	0	0
ENSG00000211791	0	0	0
ENSG00000211792	0	0	0
ENSG00000258482	0	0	0
ENSG00000211796	0	0	0
ENSG00000211797	0	0	0
ENSG00000211798	0	0	0
ENSG00000211799	0	0	0
ENSG00000211776	0	0	0
ENSG00000211800	0	0	0
ENSG00000211801	0	0	0
ENSG00000211802	0	0	0
ENSG00000211803	0	0	0
ENSG00000211805	0	0	0
ENSG00000211806	0	0	0
ENSG00000211807	1	0	0
ENSG00000211812	0	0	0
ENSG00000211809	0	0	0
ENSG00000258835	0	0	0
ENSG00000211810	0	0	0
ENSG00000211777	0	0	0
ENSG00000259092	0	0	0
ENSG00000249048	0	0	0
ENSG00000258905	0	0	0
ENSG00000258812	0	0	0
ENSG00000211813	0	0	0
ENSG00000211814	0	0	0
ENSG00000211815	0	0	0
ENSG00000259068	0	0	0
ENSG00000211816	0	0	0
ENSG00000211817	0	0	0
ENSG00000211818	0	0	0
ENSG00000211778	0	0	0
ENSG00000211819	0	0	0
ENSG00000211820	0	0	0
ENSG00000211779	0	0	0
ENSG00000211780	0	0	0
ENSG00000211781	0	0	0
ENSG00000211782	0	0	0
ENSG00000211786	0	0	0
ENSG00000211787	0	0	0
ENSG00000211790	0	0	0
ENSG00000256379	0	0	0
ENSG00000211795	0	0	0
ENSG00000211808	0	0	0
ENSG00000211783	0	0	0
ENSG00000211793	0	0	0
ENSG00000281981	0	14	0
ENSG00000276849	0	0	0
ENSG00000282253	0	0	0
ENSG00000282078	0	0	0
ENSG00000281989	0	0	0
ENSG00000282500	0	0	0
ENSG00000282273	0	0	0
ENSG00000282215	0	0	0
ENSG00000281957	0	0	0
ENSG00000282488	0	0	0
ENSG00000282272	0	0	0
ENSG00000282589	0	0	0
ENSG00000282371	0	0	0
ENSG00000282380	0	0	0
ENSG00000282820	0	0	0
ENSG00000282154	0	0	0
ENSG00000282392	0	0	0
ENSG00000282423	0	0	0
ENSG00000282618	0	0	0
